EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1180207,COCONINO CO.,WILLIAMS,07/06/2024,1200,Dust Devil, , ,0,0,0,0,AZ,MST-7, ,191654,C,5,FGZ,0,0,Broadcast Media, , , ,1,NW,1,NW,WILLIAMS,07/06/2024,1201,35.26,-112.19,35.2626,-112.1922,"As people were trying to set up a hot air balloon, a dust devil created winds estimated to be between 40-50 mph. This caused the balloon to detach from its anchor point, sending it into nearby buildings. Three bystanders were injured, including an 8-year-old girl with a broken thumb and rope burns, a 15-year-old who sustained neck and back injuries, and an adult woman who was cut. The balloon also caused damage to two parked cars, knocked down a light pole, and damaged electrical equipment in a nearby building.","A dust devil hit the Williams Fairground, caused damage, and injured three people.",130
1194220,UPPER SANTA CRUZ RIVER AND ALTAR VALLEYS (ZONE), ,07/08/2024,800,Excessive Heat, , ,1,0,0,0,AZ,MST-7, ,193270,Z,503,TWC,0,0,Mesonet, , , , , , , , ,07/11/2024,2000, , , , ,"Hot temperatures 7 to 12 degrees above normal were experienced in the Upper Santa Cruz River and Altar Valleys July 8 through July 11 causing the Major Heat Risk category to be reached. The Pima County Medical Examiner confirmed that heat was the primary factor in the death of one individual on July 9 in the Rio Rico area.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",131
1193811,TUCSON METRO AREA (ZONE), ,07/08/2024,1000,Excessive Heat, , ,8,0,0,0,AZ,MST-7, ,193270,Z,504,TWC,0,12,County Official, , , , , , , , ,07/12/2024,2000, , , , ,"Hot temperatures 8 to 11 degrees above normal were experienced in the Tucson Metro Area July 8 through July 12, causing the Major Heat Risk category to be reached. Tucson International Airport topped out each day between 109 and 112 degrees. The Pima County Medical Examiner confirmed that heat was the primary factor in the death of eight individuals and a contributing factor in the deaths of twelve individuals.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",132
1194219,WESTERN PIMA COUNTY (ZONE), ,07/08/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,193270,Z,501,TWC,0,0,Mesonet, , , , , , , , ,07/11/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in Western Pima County July 8 through July 11 causing the Major Heat Risk category to be reached.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",133
1194221,SOUTH CENTRAL PINAL COUNTY (ZONE), ,07/08/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,193270,Z,505,TWC,0,0,Mesonet, , , , , , , , ,07/11/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in South Central Pinal County July 8 through July 11 causing the Major Heat Risk category to be reached.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",134
1193810,TOHONO O ODHAM NATION (ZONE), ,07/08/2024,1000,Excessive Heat, , ,2,0,0,0,AZ,MST-7, ,193270,Z,502,TWC,0,1,County Official, , , , , , , , ,07/11/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced on the Tohono O'odham Nation July 8 through July 11 causing the Major Heat Risk category to be reached. The Pima County Medical Examiner confirmed that heat was the primary factor in the death of one individual on July 8 and another on July 11. Additionally, heat was a contributing factor in the death of one individual on July 10.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",135
1194222,SOUTHEAST PINAL COUNTY (ZONE), ,07/08/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,193270,Z,506,TWC,0,0,Mesonet, , , , , , , , ,07/11/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in Southeast Pinal County July 8 through July 11 causing the Major Heat Risk category to be reached.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",136
1194224,SOUTH CENTRAL PINAL COUNTY (ZONE), ,07/08/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,193270,Z,505,TWC,0,0,Mesonet, , , , , , , , ,07/09/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in South Central Pinal County July 8 through July 9 causing the Major Heat Risk category to be reached.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",137
1194225,UPPER GILA RIVER AND ARAVAIPA VALLEYS (ZONE), ,07/08/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,193270,Z,509,TWC,0,0,Mesonet, , , , , , , , ,07/09/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in the Upper Gila River Valley July 8 through July 9 causing the Major Heat Risk category to be reached.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",138
1193812,UPPER GILA RIVER AND ARAVAIPA VALLEYS (ZONE), ,07/10/2024,1000,Heat, , ,2,0,0,0,AZ,MST-7, ,193270,Z,509,TWC,0,0,County Official, , , , , , , , ,07/12/2024,2000, , , , ,"Hot temperatures about 4 to 8 degrees above normal were experienced in the Upper Gila River Valley on July 10 through July 12, causing the Moderate Heat Risk category to be reached. The County Medical Examiner Office reported two deaths, both with the primary cause as heat in Safford and Pima during this time period.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",139
1194223,UPPER SAN PEDRO RIVER VALLEY (ZONE), ,07/10/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,193270,Z,507,TWC,0,0,Mesonet, , , , , , , , ,07/10/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in the Upper San Pedro River Valley on July 10 causing the Major Heat Risk category to be reached.","Hot temperatures typically 7 to 11 degrees above normal were experienced across southeast Arizona July 8-12. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals found in the desert, eight in the Tucson area, two in the Safford area and another in Rio Rico. Heat was determined to be a contributing factor in the death of twelve individuals in the Tucson area and another near Sells.",140
1205726,MOHAVE CO.,WIKIEUP,07/10/2024,1520,Thunderstorm Wind,54.00, ,0,0,0,0,AZ,MST-7,MG,194960,C,15,VEF,0,0,Mesonet, , , ,17,ENE,17,ENE,WIKIEUP,07/10/2024,1520,34.7761,-113.3375,34.7761,-113.3375,"","Monsoon moisture moving in from the south fueled isolated thunderstorms, a few of which produced high winds. In addition, a wildfire of unknown origin damaged infrastructure on the southeast edge of Kingman.",141
1205679,YAVAPAI CO.,FORBING PARK,07/10/2024,1524,Hail,1.00, ,0,0,0,0,AZ,MST-7, ,195041,C,25,FGZ,0,0,Trained Spotter, , , ,3,NNE,5,NNW,FORBING PARK,07/10/2024,1530,34.61,-112.46,34.64,-112.51,"One inch diameter hail was reported 4 miles southwest of the Prescott Airport and 1/2 to 7/8 inch diameter hail was reported in Prescott.","Monsoon moisture began to increse over Yavapai County which lead to the development of a severe thunderstorm.",142
1203986,SAN CARLOS (ZONE), ,07/10/2024,2302,Wildfire, , ,0,0,5000000,0,AZ,MST-7, ,194727,Z,560,PSR,0,0,Broadcast Media, , , , , , , , ,07/17/2024,1324, , , , ,"The Watch Fire began on the 10th before rapidly spreading during the afternoon of the 11th due to strong thunderstorm outflow winds in excess of 30-40 mph. The strong winds caused the fire to rapidly spread into southeast portions of San Carlos, destroying at least 21 homes and 13 auxiliary structures. The fire became 100 percent contained on the 17th after burning more than 2,000 acres. No injuries were reported.","A human caused fire called the Watch Fire began on July 10th near San Carlos. On the 11th, thunderstorms developed over the White Mountains and along the Mogollon Rim before descending toward the southwest across southern Gila County. MLCAPE upwards of around 1,000 J/kg along with DCAPE values upwards of 1,500-2,000 J/kg promoted an environment conducive to producing strong downdrafts and thus leading to strong outflows. During the afternoon on the 11th, strong thunderstorms moving toward the southwest across southern Gila County produced strong outflow winds in excess of 30-40 mph. The strong winds led to the rapid spread of the Watch Fire into southeast portions of San Carlos, causing multiple structures to be destroyed.",143
1205936,YAVAPAI CO.,FORBING PARK,07/11/2024,1450,Hail,1.00, ,0,0,0,0,AZ,MST-7, ,195042,C,25,FGZ,0,0,Public, , , ,2,NNE,2,NNE,FORBING PARK,07/11/2024,1450,34.6,-112.46,34.6,-112.46,"One inch diameter hail fell 4 miles southwest of the Prescott Airport.","Monsoon moisture continued to increase over northern Arizona with strong to severe thunderstorms.",144
1181598,COCHISE CO.,SAN SIMON,07/11/2024,1550,Thunderstorm Wind,63.00, ,0,0,0,0,AZ,MST-7,MG,191832,C,3,TWC,0,0,Mesonet, , , ,0,SW,0,SW,SAN SIMON,07/11/2024,1603,32.2669,-109.2342,32.2669,-109.2342,"Three ADOT weather stations in San Simon and Bowie recorded thunderstorm wind gusts of 73, 71 and 62 mph, respectively. There was also a dust storm with visibilities less than a quarter of a mile during this event.","After a break in monsoon storm activity, widespread shower and thunderstorm activity impacted much of southeast Arizona. The main impacts were strong gusty winds and areas of blowing dust.",145
1181599,PINAL CO.,KEARNY,07/11/2024,1627,Thunderstorm Wind,52.00, ,0,0,10000,0,AZ,MST-7,EG,191832,C,21,TWC,0,0,Utility Company, , , ,1,NNE,1,NNE,KEARNY,07/11/2024,1627,33.0604,-110.9141,33.0604,-110.9141,"Severe weather in the Kearny area damaged equipment causing power outages to roughly 120 people.","After a break in monsoon storm activity, widespread shower and thunderstorm activity impacted much of southeast Arizona. The main impacts were strong gusty winds and areas of blowing dust.",146
1181600,PINAL CO.,SAN MANUEL ARPT,07/11/2024,1715,Thunderstorm Wind,52.00, ,0,0,0,0,AZ,MST-7,MG,191832,C,21,TWC,0,0,AWOS, , , ,0,NE,0,NE,SAN MANUEL ARPT,07/11/2024,1715,32.6357,-110.6449,32.6357,-110.6449,"An AWOS at San Manuel Airport recorded a thunderstorm wind gust of 60 mph.","After a break in monsoon storm activity, widespread shower and thunderstorm activity impacted much of southeast Arizona. The main impacts were strong gusty winds and areas of blowing dust.",147
1181601,PIMA CO.,CASAS ADOBES,07/11/2024,1720,Hail,1.00, ,0,0,0,0,AZ,MST-7, ,191832,C,19,TWC,0,0,Trained Spotter, , , ,3,S,3,S,CASAS ADOBES,07/11/2024,1720,32.27,-110.98,32.27,-110.98,"A trained spotter estimated 1 inch hail in Tucson.","After a break in monsoon storm activity, widespread shower and thunderstorm activity impacted much of southeast Arizona. The main impacts were strong gusty winds and areas of blowing dust.",148
1181602,PIMA CO.,SABINO,07/11/2024,1730,Thunderstorm Wind,52.00, ,0,0,200000,0,AZ,MST-7,MG,191832,C,19,TWC,0,0,Public, , , ,3,WSW,3,W,DREXEL HGTS,07/11/2024,1740,32.2894,-110.8746,32.1715,-111.0717,"Widespread thunderstorm over much of the Tucson Metro. Numerous downed trees across the region with recorded wind gusts of 60 mph in Tucson Estates. Over 20,000 TEP customers without power due to damaged equipment.","After a break in monsoon storm activity, widespread shower and thunderstorm activity impacted much of southeast Arizona. The main impacts were strong gusty winds and areas of blowing dust.",149
1181603,PIMA CO.,RILLITO,07/11/2024,1740,Thunderstorm Wind,52.00, ,0,0,25000,0,AZ,MST-7,EG,191832,C,19,TWC,0,0,NWS Employee, , , ,0,S,0,S,RILLITO,07/11/2024,1740,32.4144,-111.1496,32.4144,-111.1496,"Power poles reported down west of Interstate 10 between Tangerine and Avra Valley Road.","After a break in monsoon storm activity, widespread shower and thunderstorm activity impacted much of southeast Arizona. The main impacts were strong gusty winds and areas of blowing dust.",150
1205728,MOHAVE CO.,(IGM)MOJAVE CO ARPT,07/11/2024,1823,Thunderstorm Wind,67.00, ,0,0,0,0,AZ,MST-7,MG,194960,C,15,VEF,0,0,ASOS, , , ,2,N,2,N,(IGM)MOJAVE CO ARPT,07/11/2024,1823,35.2578,-113.9331,35.2578,-113.9331,"","Monsoon moisture moving in from the south fueled isolated thunderstorms, a few of which produced high winds. In addition, a wildfire of unknown origin damaged infrastructure on the southeast edge of Kingman.",151
1205730,NORTHWEST DESERTS (ZONE), ,07/11/2024,1900,Wildfire, , ,0,0,20000,0,AZ,MST-7, ,194960,Z,3,VEF,0,0,Fire Department/Rescue, , , , , , , , ,07/13/2024,1900, , , , ,"The Gemstone Fire burned 177 acres on the southeast edge of Kingman. Power lines were damaged.","Monsoon moisture moving in from the south fueled isolated thunderstorms, a few of which produced high winds. In addition, a wildfire of unknown origin damaged infrastructure on the southeast edge of Kingman.",152
1205733,MOHAVE CO.,PEACH SPGS,07/11/2024,1900,Thunderstorm Wind,48.00, ,0,0,1000,0,AZ,MST-7,EG,194960,C,15,VEF,0,0,Local Official, , , ,1,ESE,1,ESE,PEACH SPGS,07/11/2024,1900,35.5268,-113.422,35.5268,-113.422,"Thunderstorm winds blew down a large tree at the Peach Springs courthouse.","Monsoon moisture moving in from the south fueled isolated thunderstorms, a few of which produced high winds. In addition, a wildfire of unknown origin damaged infrastructure on the southeast edge of Kingman.",153
1200833,MARICOPA CO.,DESERT SANDS,07/11/2024,2055,Thunderstorm Wind,43.00, ,0,0,2000,0,AZ,MST-7,EG,194300,C,13,PSR,0,0,Trained Spotter, , , ,2,ENE,2,ENE,DESERT SANDS,07/11/2024,2055,33.4082,-111.6455,33.4082,-111.6455,"Awning blown apart from one house with the garage roof ripped off from another home from a mobile home park unit located near the area of East Broadway Road and 86th street in East Mesa. Peak wind gusts were estimated at around 50 mph with timing estimated from radar. No injuries were reported.","Under northeasterly flow due to high pressure situated near southern Nevada, thunderstorm activity, fueled by 500-1000 J/KG of MLCAPE, developed along the Mogollon Rim and White Mountains and moved southwestward towards Gila County and most of southeastern AZ. Activity weakened before reaching the south-central AZ lower deserts due to strong convective inhibition. DCAPE values, however, were near 2000 J/KG across the lower deserts of south-central AZ and thus conditions were favorable for long traveling deep outflow boundaries. One such outflow boundary emanating from higher terrain activity affected the Phoenix area, with the strongest winds observed across the Phoenix East Valley where gusts upwards of 50 mph were observed.",154
1205937,COCONINO CO.,WILLIAMS,07/12/2024,1330,Hail,1.00, ,0,0,0,0,AZ,MST-7, ,195085,C,5,FGZ,0,0,Public, , , ,1,W,1,NE,WILLIAMS,07/12/2024,1345,35.25,-112.2,35.2623,-112.1669,"A thunderstorm produced enough hail to cover the ground in Williams. Most of the hail was 1/4 to 7/8 inch in diamter (pea to nickel sized).  There was one report of 1 inch diameter hail (quarter sized).","Monsoon moisture continued to increase over northern Arizona with scattered showers and thunderstorms. A few thunderstorms became severe.",155
1205938,GILA CO.,YOUNG,07/12/2024,1600,Thunderstorm Wind,55.00, ,0,0,0,0,AZ,MST-7,MG,195085,C,7,FGZ,0,0,Public, , , ,0,N,0,N,YOUNG,07/12/2024,1714,34.1,-110.95,34.1,-110.95,"A thunderstorm produced wind gust of at least 63 MPH, heavy rain (0.76 inch in 75             minutes), thunder, and lightning. A building on Moon Drive and Highway 288 lost the roof, power lines were damaged, and a hay shed was damaged.","Monsoon moisture continued to increase over northern Arizona with scattered showers and thunderstorms. A few thunderstorms became severe.",156
1205735,MOHAVE CO.,MEADVIEW,07/12/2024,1700,Thunderstorm Wind,59.00, ,0,0,0,0,AZ,MST-7,MG,194960,C,15,VEF,0,0,Mesonet, , , ,1,NW,1,NW,MEADVIEW,07/12/2024,1700,36.0106,-114.0803,36.0106,-114.0803,"","Monsoon moisture moving in from the south fueled isolated thunderstorms, a few of which produced high winds. In addition, a wildfire of unknown origin damaged infrastructure on the southeast edge of Kingman.",157
1205737,NORTHWEST DESERTS (ZONE), ,07/12/2024,1725,Dust Storm, , ,0,0,0,0,AZ,MST-7, ,194960,Z,3,VEF,0,0,NWS Employee, , , , , , , , ,07/12/2024,1740, , , , ,"Dust storm conditions reduced visibility to 200 feet on Highway 93 between mile markers 36 and 37.","Monsoon moisture moving in from the south fueled isolated thunderstorms, a few of which produced high winds. In addition, a wildfire of unknown origin damaged infrastructure on the southeast edge of Kingman.",158
1205945,NAVAJO CO.,(INW)WINSLOW ARPT,07/12/2024,2330,Thunderstorm Wind,63.00, ,0,0,0,0,AZ,MST-7,MG,195087,C,17,FGZ,0,0,ASOS, , , ,1,N,1,N,(INW)WINSLOW ARPT,07/13/2024,10,35.03,-110.72,35.03,-110.72,"The Winslow Airport measured a peak wind gust of 73 MPH at 1207 AM as a result of|convective activity in the area. Wind gusts were above 58 MPH between 1130 PM to 1210            AM.","Monsoon moisture over Arizona allowed thunderstorms to form across the area. One storm produce strong outflow winds that hit Winslow.",159
1201928,TUCSON METRO AREA (ZONE), ,07/13/2024,1000,Heat, , ,0,0,0,0,AZ,MST-7, ,194453,Z,504,TWC,0,2,County Official, , , , , , , , ,07/13/2024,2000, , , , ,"Hot temperatures typically 4 to 7 degrees above normal were experienced across the Tucson area on July 13. The Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for two individuals in Tucson on July 13.","Hot temperatures typically 4 to 7 degrees above normal were experienced across the Tucson area on July 13. The Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for two individuals in Tucson on July 13.",160
1182433,PIMA CO.,VAIL JCT,07/14/2024,1645,Hail,0.75, ,0,0,0,0,AZ,MST-7, ,191925,C,19,TWC,0,0,Trained Spotter, , , ,3,SSE,3,SSE,VAIL JCT,07/14/2024,1659,31.99,-110.71,31.99,-110.71,"Three quarter inch hail was reported in the Vail and Corona De Tucson area.","A line of very intense thunderstorms moved from southeast to northwest through the Tucson Metro area. The storm was most intense from midtown Tucson extending to the northwest into portions of Marana. Wind damage was extensive across the much of the Tucson Metro with an estimate of thousands of fallen trees, numerous power poles down, building damage to several buildings, widespread sign damage, roof damage and vehicle damage due to fallen trees. This event also resulted in 1 to 2.5 inches of rain and numerous swift water rescues.",161
1205963,YAVAPAI CO.,CAMP VERDE ARPT,07/14/2024,1715,Hail,1.50, ,0,0,0,0,AZ,MST-7, ,195089,C,25,FGZ,0,0,Public, , , ,7,E,7,E,CAMP VERDE ARPT,07/14/2024,1715,34.54,-111.71,34.54,-111.71,"Estimated ping pong ball sized hail at Bullpen Day Use Area. Report from social media.","A ridge of high pressure was centered over the Four Corners and brought deep monsoon moisture into Arizona. A decaying complex of thunderstorms over northern Mexico also helped to increase moisture across the area.",162
1182434,PIMA CO.,TUCSON,07/14/2024,1745,Thunderstorm Wind,66.00, ,0,0,25000000,0,AZ,MST-7,MG,191925,C,19,TWC,0,0,Public, , , ,1,WNW,2,WNW,RILLITO,07/14/2024,1849,32.234,-110.9482,32.4351,-111.18,"A line of very intense thunderstorms moved from southeast to northwest through the Tucson Metro area. The storm was most intense from midtown Tucson extending to the northwest into portions of Marana. Wind damage was extensive across the much of the Tucson Metro with an estimate of thousands of fallen trees, numerous power poles down, building damage to several buildings, widespread sign damage, roof damage and vehicle damage due to fallen trees.","A line of very intense thunderstorms moved from southeast to northwest through the Tucson Metro area. The storm was most intense from midtown Tucson extending to the northwest into portions of Marana. Wind damage was extensive across the much of the Tucson Metro with an estimate of thousands of fallen trees, numerous power poles down, building damage to several buildings, widespread sign damage, roof damage and vehicle damage due to fallen trees. This event also resulted in 1 to 2.5 inches of rain and numerous swift water rescues.",163
1182435,PIMA CO.,TUCSON,07/14/2024,1830,Flash Flood, , ,0,0,10000,0,AZ,MST-7, ,191925,C,19,TWC,0,0,Fire Department/Rescue,Heavy Rain, , ,1,WSW,3,S,ORO VLY,07/14/2024,2000,32.2256,-110.938,32.3755,-110.9818,"Heavy rain ranging from about 1 to 2.5 inches resulted in about 5 swift water rescues across the region.","A line of very intense thunderstorms moved from southeast to northwest through the Tucson Metro area. The storm was most intense from midtown Tucson extending to the northwest into portions of Marana. Wind damage was extensive across the much of the Tucson Metro with an estimate of thousands of fallen trees, numerous power poles down, building damage to several buildings, widespread sign damage, roof damage and vehicle damage due to fallen trees. This event also resulted in 1 to 2.5 inches of rain and numerous swift water rescues.",164
1205962,YAVAPAI CO.,HUMBOLDT,07/14/2024,1900,Flash Flood, , ,0,0,0,0,AZ,MST-7, ,195089,C,25,FGZ,0,0,Other Federal Agency,Heavy Rain, , ,1,SW,3,W,HUMBOLDT,07/15/2024,1200,34.49,-112.24,34.5024,-112.2756,"The USGS stream gauge along the Agua Fria River near Humboldt (AFHA3) reported a 7.86 foot rise starting at around 700 PM, peaking at around 9 PM, and retrning to near normal at around 1 AM. The Agua Fria River gauge near Mayer (AFMA03) began to rise at around 100 AM, rose 2.5 feet by 200 AM, and the dropped to near normal at 1200 PM on the 15th.||There was a Swift water rescue at 835 PM off of Bradshaw Mountain Road in the Quailwood Subdivision (Agua Fria River). Vehicle in the water with two occupants. Report from spotter on social media.","A ridge of high pressure was centered over the Four Corners and brought deep monsoon moisture into Arizona. A decaying complex of thunderstorms over northern Mexico also helped to increase moisture across the area.",165
1202193,NORTHWEST PINAL COUNTY (ZONE), ,07/14/2024,1920,Dust Storm, , ,0,0,0,0,AZ,MST-7, ,194332,Z,553,PSR,0,0,Trained Spotter, , , , , , , , ,07/14/2024,1930, , , , ,"Trained spotter reported visibility down to 500 feet in Arizona City due to dense blowing dust from thunderstorm outflow winds. No accidents nor injuries were reported.","With the subtropical high pressure situated over the Four Corners, the steering flow across AZ was from the southeast. This southeasterly flow advected greater moisture content into the area with PWAT values surging to 1.5+ inches. The moisture combined with the daytime heating resulted in MLCAPE values in excess of 1000 J/KG. A strong to severe thunderstorm complex developed over southeastern portions of AZ by the late afternoon hours and then migrated northwestward toward south-central AZ during the evening hours with outflow winds generating areas of dense blowing dust as well as triggering additional thunderstorm activity over portions of the Phoenix metro area.",166
1201292,NORTHWEST PINAL COUNTY (ZONE), ,07/14/2024,1930,Dust Storm, , ,0,0,0,0,AZ,MST-7, ,194332,Z,553,PSR,0,0,Public, , , , , , , , ,07/14/2024,1950, , , , ,"Visibilities of less than 1/4 mile were reported due to dense blowing dust from thunderstorm outflow winds in the area of I-10 near Casa Grande. No accidents or injuries were reported.","With the subtropical high pressure situated over the Four Corners, the steering flow across AZ was from the southeast. This southeasterly flow advected greater moisture content into the area with PWAT values surging to 1.5+ inches. The moisture combined with the daytime heating resulted in MLCAPE values in excess of 1000 J/KG. A strong to severe thunderstorm complex developed over southeastern portions of AZ by the late afternoon hours and then migrated northwestward toward south-central AZ during the evening hours with outflow winds generating areas of dense blowing dust as well as triggering additional thunderstorm activity over portions of the Phoenix metro area.",167
1202199,NORTHWEST PINAL COUNTY (ZONE), ,07/14/2024,1955,Dust Storm, , ,0,0,0,0,AZ,MST-7, ,194332,Z,553,PSR,0,0,Public, , , , , , , , ,07/14/2024,2005, , , , ,"Video taken in San Tan Valley showed visibility near a quarter mile due to dense blowing dust from thunderstorm outflow winds. No accidents nor injuries were reported.","With the subtropical high pressure situated over the Four Corners, the steering flow across AZ was from the southeast. This southeasterly flow advected greater moisture content into the area with PWAT values surging to 1.5+ inches. The moisture combined with the daytime heating resulted in MLCAPE values in excess of 1000 J/KG. A strong to severe thunderstorm complex developed over southeastern portions of AZ by the late afternoon hours and then migrated northwestward toward south-central AZ during the evening hours with outflow winds generating areas of dense blowing dust as well as triggering additional thunderstorm activity over portions of the Phoenix metro area.",168
1202194,SOUTHEAST VALLEY/QUEEN CREEK (ZONE), ,07/14/2024,2015,Dust Storm, , ,0,0,0,0,AZ,MST-7, ,194332,Z,551,PSR,0,0,AWOS, , , , , , , , ,07/14/2024,2025, , , , ,"Visibility down to one quarter of a mile measured at Mesa Gateway Airport due to dense blowing dust from thunderstorm outflow winds. No accidents nor injuries were reported.","With the subtropical high pressure situated over the Four Corners, the steering flow across AZ was from the southeast. This southeasterly flow advected greater moisture content into the area with PWAT values surging to 1.5+ inches. The moisture combined with the daytime heating resulted in MLCAPE values in excess of 1000 J/KG. A strong to severe thunderstorm complex developed over southeastern portions of AZ by the late afternoon hours and then migrated northwestward toward south-central AZ during the evening hours with outflow winds generating areas of dense blowing dust as well as triggering additional thunderstorm activity over portions of the Phoenix metro area.",169
1202208,PINAL CO.,STANFIELD,07/14/2024,2020,Thunderstorm Wind,50.00, ,0,0,2000,0,AZ,MST-7,EG,194332,C,21,PSR,0,0,Utility Company, , , ,4,N,4,N,STANFIELD,07/14/2024,2020,32.9229,-111.9805,32.9229,-111.9805,"Two downed power poles were reported in the area of West Barnes Road and North Fuqua Road in Stanfield. Wind gusts were estimated at between 55-60 mph. Timing estimated from radar. No injuries were reported.","With the subtropical high pressure situated over the Four Corners, the steering flow across AZ was from the southeast. This southeasterly flow advected greater moisture content into the area with PWAT values surging to 1.5+ inches. The moisture combined with the daytime heating resulted in MLCAPE values in excess of 1000 J/KG. A strong to severe thunderstorm complex developed over southeastern portions of AZ by the late afternoon hours and then migrated northwestward toward south-central AZ during the evening hours with outflow winds generating areas of dense blowing dust as well as triggering additional thunderstorm activity over portions of the Phoenix metro area.",170
